"Emp ID","Name Prefix","First Name","Middle Initial","Last Name","Gender","E Mail","Father's Name","Mother's Name","Mother's Maiden Name","Date of Birth","Time of Birth","Age in Yrs.","Weight in Kgs.","Date of Joining","Quarter of Joining","Half of Joining","Year of Joining","Month of Joining","Month Name of Joining","Short Month","Day of Joining","DOW of Joining","Short DOW","Age in Company (Years)","Salary","Last % Hike","SSN","Phone No.","Place Name","County","City","State","Zip","Region","User Name","Password"
"416904","Ms.","Jacquiline","V","Yeung","F","jacquiline.yeung@hotmail.com","Cory Yeung","Kimberli Yeung","Lawson","5/25/1973","06:17:21 PM","44.21","56","1/29/2014","Q1","H1","2014","1","January","Jan","29","Wednesday","Wed","3.5","165309","21%","714-18-4422","209-507-6535","Willits","Mendocino","Willits","CA","95490","West","jvyeung","gO4$uFE8L<l"
"746806","Mr.","Dick","V","Fairley","M","dick.fairley@btinternet.com","Werner Fairley","Michael Fairley","Sain","1/13/1971","02:57:42 AM","46.57","80","4/30/2016","Q2","H1","2016","4","April","Apr","30","Saturday","Sat","1.24","191821","9%","477-55-5628","216-954-1667","Dayton","Montgomery","Dayton","OH","45401","Midwest","dvfairley","W0f]m4]/7}ret"
"432034","Mr.","Robby","C","Ulloa","M","robby.ulloa@gmail.com","Avery Ulloa","Amee Ulloa","Householder","3/29/1987","07:14:44 AM","30.35","76","6/18/2009","Q2","H1","2009","6","June","Jun","18","Thursday","Thu","8.12","78081","1%","302-15-7904","252-399-5182","Sealevel","Carteret","Sealevel","NC","28577","South","rculloa","RD#F\[Vc[%BWb"
"579856","Mr.","Forrest","G","Cota","M","forrest.cota@charter.net","Irvin Cota","Mckenzie Cota","Ginder","4/25/1979","10:25:01 PM","38.28","85","12/10/2014","Q4","H2","2014","12","December","Dec","10","Wednesday","Wed","2.63","65929","3%","081-02-1582","239-871-6519","Inverness","Citrus","Inverness","FL","34452","South","fgcota","s8X\q\v?C"
"248098","Mr.","Cory","E","Andersen","M","cory.andersen@aol.com","Mose Andersen","Gayla Andersen","Shively","9/17/1985","02:52:25 AM","31.88","86","9/9/2012","Q3","H2","2012","9","September","Sep","9","Sunday","Sun","4.88","112492","16%","179-86-8445","239-217-7195","Orlando","Orlando","Orlando","FL","32885","South","ceandersen","ZQwF#?NX.]G9l#"
"377616","Mr.","Trent","I","Wessels","M","trent.wessels@gmail.com","Hilario Wessels","Jacquelynn Wessels","Tooley","6/1/1978","02:06:57 AM","39.18","71","5/28/2008","Q2","H1","2008","5","May","May","28","Wednesday","Wed","9.17","143481","28%","477-55-9506","803-430-8849","Beaufort","Beaufort","Beaufort","SC","29906","South","tiwessels","QWPfNzO&T$"
"397840","Mr.","Cyril","I","Wampler","M","cyril.wampler@gmail.com","Walton Wampler","Olivia Wampler","Breed","4/11/1993","01:22:22 PM","24.31","78","5/4/2017","Q2","H1","2017","5","May","May","4","Thursday","Thu","0.23","167581","5%","169-86-1015","270-258-2676","New Concord","Calloway","New Concord","KY","42076","South","ciwampler","105E2+l]Uj"
"274398","Mr.","Salvatore","Z","Norwood","M","salvatore.norwood@earthlink.net","Joseph Norwood","Chantel Norwood","Orr","4/16/1977","04:08:08 AM","40.31","55","1/16/2010","Q1","H1","2010","1","January","Jan","16","Saturday","Sat","7.53","73984","14%","189-86-8424","210-730-0134","Elmaton","Matagorda","Elmaton","TX","77440","South","sznorwood","F+swd[i*u"
"555260","Ms.","Elizebeth","T","Eslinger","F","elizebeth.eslinger@gmail.com","Newton Eslinger","Susana Eslinger","Brochu","6/12/1986","03:12:04 PM","31.15","41","6/30/2009","Q2","H1","2009","6","June","Jun","30","Tuesday","Tue","8.08","48670","0%","058-02-4675","252-961-5698","Franklinton","Franklin","Franklinton","NC","27525","South","eteslinger","8[lNujNNWF"
"163444","Drs.","Eusebia","F","Taft","F","eusebia.taft@yahoo.com","Valentin Taft","Joni Taft","Carrera","4/26/1976","12:59:25 PM","41.28","42","7/25/2002","Q3","H2","2002","7","July","Jul","25","Thursday","Thu","15.02","192196","7%","492-29-2317","231-645-2558","Clawson","Oakland","Clawson","MI","48017","Midwest","eftaft","TZvX|lsxD@p*^x4"
"207456","Ms.","Ione","S","Mick","F","ione.mick@gmail.com","Donnie Mick","Stacie Mick","Mcvay","5/25/1989","04:39:08 AM","28.19","57","1/23/2015","Q1","H1","2015","1","January","Jan","23","Friday","Fri","2.51","111515","6%","714-18-8511","907-805-2650","Nikolski","Aleutians West (CA)","Nikolski","AK","99638","West","ismick","k9%VY9w*\17wGa]"
"530708","Hon.","Monte","Y","Corso","M","monte.corso@yahoo.com","Monte Corso","In Corso","Cleaver","11/12/1981","07:22:31 PM","35.73","89","11/28/2013","Q4","H2","2013","11","November","Nov","28","Thursday","Thu","3.67","50373","5%","282-15-3807","406-501-9538","Gallatin Gateway","Gallatin","Gallatin Gateway","MT","59730","West","mycorso","PV<#TLfXX/;R"
"434144","Mr.","Elijah","U","Kuhlman","M","elijah.kuhlman@bellsouth.net","Seymour Kuhlman","Audra Kuhlman","Piper","4/26/1962","02:29:56 PM","55.29","86","1/6/2013","Q1","H1","2013","1","January","Jan","6","Sunday","Sun","4.56","124799","1%","509-33-5063","212-842-5583","East Randolph","Cattaraugus","East Randolph","NY","14730","Northeast","eukuhlman","9cI2^JF5"
"275708","Mr.","Carlo","W","Delancey","M","carlo.delancey@yahoo.com","Wilfred Delancey","Versie Delancey","Leigh","12/3/1975","08:05:54 AM","41.68","87","2/10/2010","Q1","H1","2010","2","February","Feb","10","Wednesday","Wed","7.47","47501","10%","513-31-9232","215-740-1748","Etters","York","Etters","PA","17319","Northeast","cwdelancey","B{kH6bgVKJvu"
"517476","Mrs.","Twila","Q","Cherry","F","twila.cherry@aol.com","Marcelino Cherry","Marylyn Cherry","Givens","12/7/1991","07:00:57 AM","25.66","47","5/12/2013","Q2","H1","2013","5","May","May","12","Sunday","Sun","4.21","122025","19%","183-86-5743","229-623-7247","Bainbridge","Decatur","Bainbridge","GA","39817","South","tqcherry","c6^XT^QB."
"879674","Drs.","Lekisha","G","Fleming","F","lekisha.fleming@btinternet.com","Virgilio Fleming","Asha Fleming","Thiel","12/5/1988","02:07:19 PM","28.66","57","5/13/2011","Q2","H1","2011","5","May","May","13","Friday","Fri","6.21","116098","29%","008-94-9038","304-312-0570","Skygusty","McDowell","Skygusty","WV","24883","South","lgfleming","W$$cRT[YQ\ZRWN"
"699822","Mrs.","Mica","D","Pang","F","mica.pang@rediffmail.com","Isreal Pang","Briana Pang","Burlingame","6/7/1979","09:52:23 AM","38.17","60","3/17/2003","Q1","H1","2003","3","March","Mar","17","Monday","Mon","14.38","170776","26%","136-25-9852","217-710-9564","Clarendon Hills","DuPage","Clarendon Hills","IL","60514","Midwest","mdpang","UClWJN$ezc"
"585302","Ms.","Maybell","H","Connors","F","maybell.connors@ntlworld.com","Lemuel Connors","Cassy Connors","Klink","1/21/1984","02:49:52 PM","33.54","50","5/15/2009","Q2","H1","2009","5","May","May","15","Friday","Fri","8.21","53433","12%","043-15-9497","228-851-8627","Grenada","Grenada","Grenada","MS","38901","South","mhconnors","4Y?XO:N1Wmb#"
"939116","Mrs.","Iva","E","Mead","F","iva.mead@gmail.com","Danny Mead","Jennifer Mead","Sneed","12/16/1987","06:51:17 AM","29.64","54","4/22/2015","Q2","H1","2015","4","April","Apr","22","Wednesday","Wed","2.27","168419","4%","212-91-2604","262-866-4318","Pardeeville","Columbia","Pardeeville","WI","53954","Midwest","iemead","GVyI{4<U!w%"
"468084","Mr.","Michal","E","Race","M","michal.race@yahoo.com","Gabriel Race","Karina Race","Crone","4/9/1993","10:03:12 PM","24.32","59","9/21/2015","Q3","H2","2015","9","September","Sep","21","Monday","Mon","1.85","143652","24%","581-99-7994","209-776-8873","Monterey","Monterey","Monterey","CA","93942","West","merace","GsS6HFaSn"
"157872","Ms.","Ellena","R","Leavitt","F","ellena.leavitt@gmail.com","Dewey Leavitt","Alicia Leavitt","Maloney","11/4/1965","10:16:04 AM","51.76","46","7/4/2005","Q3","H2","2005","7","July","Jul","4","Monday","Mon","12.07","192199","16%","663-22-0878","385-687-0895","Ogden","Weber","Ogden","UT","84404","West","erleavitt","1Op69!ux"
"593316","Mrs.","Micheline","H","Kerrigan","F","micheline.kerrigan@yahoo.com","Marlon Kerrigan","Maya Kerrigan","Ridgway","9/20/1973","12:44:50 AM","43.88","44","10/27/2013","Q4","H2","2013","10","October","Oct","27","Sunday","Sun","3.75","198685","7%","063-02-7113","252-504-1757","Alexander","Buncombe","Alexander","NC","28701","South","mhkerrigan","8WjTw0X1;"
"534648","Mr.","Dan","M","Ash","M","dan.ash@yahoo.co.in","Salvatore Ash","Shantay Ash","Bernard","7/24/1970","07:30:07 PM","47.04","59","9/26/1997","Q3","H2","1997","9","September","Sep","26","Friday","Fri","19.85","113075","18%","011-94-3328","228-674-5350","State Line","Greene","State Line","MS","39362","South","dmash","E@8cUL8V@Z#"
"285776","Dr.","Jude","X","Harman","M","jude.harman@yahoo.com","Whitney Harman","Brande Harman","Mcleod","8/27/1969","03:11:23 AM","47.95","61","2/2/2000","Q1","H1","2000","2","February","Feb","2","Wednesday","Wed","17.5","187986","23%","600-99-1598","217-377-4181","Aviston","Clinton","Aviston","IL","62216","Midwest","jxharman","iaySYz>-42Pw>2"
"744062","Ms.","Claris","A","Dunston","F","claris.dunston@outlook.com","Nickolas Dunston","Harriet Dunston","Bashaw","10/4/1967","11:05:50 PM","49.85","41","6/29/2017","Q2","H1","2017","6","June","Jun","29","Thursday","Thu","0.08","107840","4%","218-89-3355","270-373-9851","Saint Charles","Hopkins","Saint Charles","KY","42453","South","cadunston","qZ:DBF\-bzC4X0?"
"701932","Mr.","Rick","W","Simms","M","rick.simms@gmail.com","Marcus Simms","Luanna Simms","Patterson","5/23/1991","01:32:23 PM","26.2","74","6/10/2013","Q2","H1","2013","6","June","Jun","10","Monday","Mon","4.13","167122","13%","356-08-8883","218-594-3984","Belle Plaine","Scott","Belle Plaine","MN","56011","Midwest","rwsimms","5qyBM;/53<"
"262946","Mr.","Hipolito","G","Somerville","M","hipolito.somerville@aol.com","Dino Somerville","Brigitte Somerville","Honaker","4/17/1988","08:15:39 PM","29.3","51","1/16/2017","Q1","H1","2017","1","January","Jan","16","Monday","Mon","0.53","197509","21%","506-57-8338","216-794-7387","Waterloo","Lawrence","Waterloo","OH","45688","Midwest","hgsomerville","dAT1e:3On&zFr"
"331586","Drs.","Britney","Z","Yen","F","britney.yen@apple.com","Dewitt Yen","Robert Yen","Macdonald","6/19/1986","04:25:34 PM","31.13","56","3/2/2015","Q1","H1","2015","3","March","Mar","2","Monday","Mon","2.41","71651","7%","414-99-5731","314-654-6220","Williamsville","Wayne","Williamsville","MO","63967","Midwest","bzyen","LOatP5tKYQUB3"
"244238","Ms.","Flor","V","Rock","F","flor.rock@sbcglobal.net","Andrew Rock","Maye Rock","Rome","5/16/1988","07:57:42 PM","29.22","54","4/6/2011","Q2","H1","2011","4","April","Apr","6","Wednesday","Wed","6.32","158888","14%","061-02-9483","217-935-3765","Elmwood Park","Cook","Elmwood Park","IL","60707","Midwest","fvrock","t9A3^CYYcA"
"470266","Ms.","Brittney","N","Estabrook","F","brittney.estabrook@gmail.com","Harris Estabrook","Lakita Estabrook","Rodney","11/22/1993","08:24:33 PM","23.7","56","12/16/2014","Q4","H2","2014","12","December","Dec","16","Tuesday","Tue","2.62","63966","17%","085-02-3243","304-997-7126","Snowshoe","Pocahontas","Snowshoe","WV","26209","South","bnestabrook","FJckk![1e{heXvp"
"163598","Mr.","Numbers","V","Pryor","M","numbers.pryor@charter.net","Alexander Pryor","Meghann Pryor","Powell","7/10/1996","08:36:15 PM","21.06","67","7/10/2017","Q3","H2","2017","7","July","Jul","10","Monday","Mon","0.05","127468","2%","354-08-9052","212-338-6638","Malden On Hudson","Ulster","Malden On Hudson","NY","12453","Northeast","nvpryor","45/#]482e@Q[%"
"449040","Prof.","Hilton","T","Doughty","M","hilton.doughty@yahoo.com","Courtney Doughty","Jenise Doughty","Arce","3/12/1984","09:13:54 AM","33.4","74","7/29/2009","Q3","H2","2009","7","July","Jul","29","Wednesday","Wed","8","88007","11%","257-99-4226","212-605-1228","East Branch","Delaware","East Branch","NY","13756","Northeast","htdoughty","D{a%%.{P:qbwe"
"182298","Mrs.","Danyelle","O","Claypoole","F","danyelle.claypoole@aol.com","Gerry Claypoole","Paulene Claypoole","Bramblett","2/15/1975","10:18:19 AM","42.48","54","2/23/2015","Q1","H1","2015","2","February","Feb","23","Monday","Mon","2.43","62435","22%","180-86-3539","808-277-6385","Honolulu","Honolulu","Honolulu","HI","96848","West","doclaypoole","utj+Vikt;_"
"260134","Mrs.","Isabel","B","Seiler","F","isabel.seiler@gmail.com","Zackary Seiler","Nida Seiler","Roesler","10/13/1957","11:26:16 PM","59.83","54","8/3/2009","Q3","H2","2009","8","August","Aug","3","Monday","Mon","7.99","158419","24%","111-98-7703","236-667-2994","Waverly","Sussex","Waverly","VA","23891","South","ibseiler","5IST3tIa"
"177098","Mr.","Laverne","M","Brim","M","laverne.brim@gmail.com","Stephan Brim","Thi Brim","Staats","7/31/1977","06:33:52 AM","40.02","76","6/12/2013","Q2","H1","2013","6","June","Jun","12","Wednesday","Wed","4.13","169595","9%","615-87-2534","270-836-7356","Emerson","Lewis","Emerson","KY","41135","South","lmbrim","ij<fZ:Zcc:|f4cL"
"669090","Ms.","Alyse","L","Hui","F","alyse.hui@yahoo.com","Arnold Hui","Etta Hui","Somers","9/24/1960","09:40:05 PM","56.88","57","9/16/2000","Q3","H2","2000","9","September","Sep","16","Saturday","Sat","16.87","191338","9%","287-15-4349","236-641-5465","Richmond","Richmond (city)","Richmond","VA","23240","South","alhui","Y&AVF9e?D*}%P60"
"305102","Ms.","Kenya","E","Leung","F","kenya.leung@gmail.com","Curt Leung","Myrta Leung","Yarbrough","7/24/1988","12:34:07 AM","29.03","47","5/4/2012","Q2","H1","2012","5","May","May","4","Friday","Fri","5.24","84716","0%","010-94-9462","212-413-4589","Clarksville","Albany","Clarksville","NY","12041","Northeast","keleung","wNzHSB}4&"
"429780","Dr.","Napoleon","M","Spradlin","M","napoleon.spradlin@gmail.com","Harland Spradlin","Fredericka Spradlin","Moller","10/22/1960","12:54:56 PM","56.8","52","5/16/1995","Q2","H1","1995","5","May","May","16","Tuesday","Tue","22.22","60468","12%","499-29-8230","239-886-4162","Crystal Springs","Pasco","Crystal Springs","FL","33524","South","nmspradlin","o:@iwP|SSWKt"
"446348","Mrs.","Delsie","T","Luttrell","F","delsie.luttrell@cox.net","Dong Luttrell","Justina Luttrell","Ruch","4/13/1970","09:43:42 PM","47.32","60","8/7/2016","Q3","H2","2016","8","August","Aug","7","Sunday","Sun","0.97","113314","13%","291-15-6975","217-593-8839","Peoria","Peoria","Peoria","IL","61652","Midwest","dtluttrell","7l|&k<6%q@MX5]"
"344116","Mrs.","Camelia","G","Alicea","F","camelia.alicea@yahoo.com","Garrett Alicea","Luanna Alicea","Staats","1/24/1964","05:23:43 PM","53.55","54","7/26/2016","Q3","H2","2016","7","July","Jul","26","Tuesday","Tue","1.01","62441","6%","756-12-3884","209-585-0738","Fresno","Fresno","Fresno","CA","93741","West","cgalicea","bHdS%ArTLzG"
"844316","Mr.","Lamont","S","Norris","M","lamont.norris@yahoo.co.in","Lanny Norris","Marianna Norris","Ammerman","1/5/1981","06:57:27 PM","36.58","72","10/22/2012","Q4","H2","2012","10","October","Oct","22","Monday","Mon","4.77","41481","3%","684-24-5002","229-750-3463","Rockmart","Polk","Rockmart","GA","30153","South","lsnorris","x]x-khR%rqQw1O"
"245970","Prof.","Blaine","H","Edwards","M","blaine.edwards@walmart.com","Lesley Edwards","Jeane Edwards","Alford","6/6/1984","08:38:05 PM","33.16","72","5/4/2017","Q2","H1","2017","5","May","May","4","Thursday","Thu","0.23","85156","28%","474-55-5426","252-293-5755","Jackson","Northampton","Jackson","NC","27845","South","bhedwards","Vy9JV-oFd"
"672878","Mr.","Reid","E","Mackie","M","reid.mackie@gmail.com","Dillon Mackie","Melania Mackie","Crossman","11/11/1971","12:02:24 AM","45.74","74","12/5/2007","Q4","H2","2007","12","December","Dec","5","Wednesday","Wed","9.65","60974","5%","353-08-2740","316-935-8164","Topeka","Shawnee","Topeka","KS","66610","Midwest","remackie","LEH:WhWH-ALTT"
"983512","Hon.","Lowell","S","Mancuso","M","lowell.mancuso@hotmail.com","Kieth Mancuso","Florentina Mancuso","Bartlett","6/27/1968","04:39:19 AM","49.12","83","6/6/1994","Q2","H1","1994","6","June","Jun","6","Monday","Mon","23.16","120736","3%","374-37-3662","210-812-3002","Tyler","Smith","Tyler","TX","75707","South","lsmancuso","K~hZHg}5ls4<0"
"517298","Drs.","Cristine","H","Deanda","F","cristine.deanda@yahoo.com","Abraham Deanda","Cleora Deanda","Souza","6/11/1995","07:10:51 PM","22.15","59","12/23/2016","Q4","H2","2016","12","December","Dec","23","Friday","Fri","0.59","50616","12%","640-29-7968","219-957-7293","Greenwood","Johnson","Greenwood","IN","46142","Midwest","chdeanda","O0Om|<Tj~-gwxP"
"940382","Mr.","Tyrell","S","Koger","M","tyrell.koger@verizon.net","Lesley Koger","Kenda Koger","Tye","10/7/1979","07:57:41 PM","37.83","80","6/20/2011","Q2","H1","2011","6","June","Jun","20","Monday","Mon","6.11","99261","18%","634-31-3648","262-864-4729","Hustler","Juneau","Hustler","WI","54637","Midwest","tskoger","TyO0TNS}bu"
"277090","Hon.","Cornelius","B","Botts","M","cornelius.botts@shaw.ca","Maurice Botts","Lael Botts","Coolidge","9/22/1968","08:30:00 PM","48.88","77","5/30/1992","Q2","H1","1992","5","May","May","30","Saturday","Sat","25.18","177574","7%","235-57-2173","215-622-7248","Solebury","Bucks","Solebury","PA","18963","Northeast","cbbotts","yhi@*emh]jwn"
"220356","Mrs.","Merrie","B","Fielder","F","merrie.fielder@gmail.com","Sean Fielder","Shan Fielder","Montez","1/11/1967","02:37:30 PM","50.58","44","10/18/1998","Q4","H2","1998","10","October","Oct","18","Sunday","Sun","18.79","193183","21%","621-85-1914","209-550-6729","Camarillo","Ventura","Camarillo","CA","93011","West","mbfielder","a9H|WuZxoo*b"
"816770","Mr.","Otis","J","Peloquin","M","otis.peloquin@verizon.net","John Peloquin","Deedee Peloquin","Bristol","7/19/1995","11:13:11 PM","22.04","87","12/6/2016","Q4","H2","2016","12","December","Dec","6","Tuesday","Tue","0.64","151982","21%","189-86-7880","203-525-0308","Orange","New Haven","Orange","CT","6477","Northeast","ojpeloquin","9sooR6f@;u[yc/k"
"558244","Hon.","Alvaro","I","Mccall","M","alvaro.mccall@shell.com","Pablo Mccall","Irina Mccall","Wellington","11/18/1981","01:39:05 PM","35.72","52","11/6/2012","Q4","H2","2012","11","November","Nov","6","Tuesday","Tue","4.73","168094","7%","400-73-2571","406-842-2128","Turner","Blaine","Turner","MT","59542","West","aimccall","8h.Z{^Fjy6u"
"248480","Mr.","Chong","H","Stratton","M","chong.stratton@hotmail.com","Weldon Stratton","Tracey Stratton","Greer","8/7/1982","11:40:34 PM","35","88","4/12/2004","Q2","H1","2004","4","April","Apr","12","Monday","Mon","13.3","74397","14%","657-36-8153","302-225-5120","Harrington","Kent","Harrington","DE","19952","South","chstratton","8pnpql?e"
"600460","Mr.","Lou","K","Reeve","M","lou.reeve@aol.com","Melvin Reeve","Hellen Reeve","Mabry","8/31/1991","02:51:52 PM","25.93","53","10/24/2014","Q4","H2","2014","10","October","Oct","24","Friday","Fri","2.76","121572","30%","311-35-3745","304-379-7594","Walton","Roane","Walton","WV","25286","South","lkreeve","dF1vGH<i$%X"
"332010","Ms.","Antonia","W","Chong","F","antonia.chong@hotmail.com","Laverne Chong","Cecil Chong","Burnham","3/17/1960","03:29:27 AM","57.4","51","11/18/2013","Q4","H2","2013","11","November","Nov","18","Monday","Mon","3.69","191796","24%","125-98-7168","212-956-5054","Niagara University","Niagara","Niagara University","NY","14109","Northeast","awchong","K/{WaY@w#lh!"
"704242","Dr.","Myron","B","Totten","M","myron.totten@microsoft.com","Levi Totten","Lashawnda Totten","Shay","12/27/1968","12:37:01 AM","48.62","80","7/14/2017","Q3","H2","2017","7","July","Jul","14","Friday","Fri","0.04","166581","24%","500-29-2498","503-968-6775","Seneca","Grant","Seneca","OR","97873","West","mbtotten","Rx$.aXOth%"
"467278","Mr.","Lowell","P","Winburn","M","lowell.winburn@exxonmobil.com","Ralph Winburn","Sydney Winburn","Fordham","8/15/1994","10:13:46 PM","22.97","76","9/23/2016","Q3","H2","2016","9","September","Sep","23","Friday","Fri","0.84","57159","13%","298-15-6114","218-952-8830","Duluth","St. Louis","Duluth","MN","55811","Midwest","lpwinburn","nL+e\?EP+R4W/_z"
"834810","Mr.","Dan","W","Pfeifer","M","dan.pfeifer@yahoo.com","Tod Pfeifer","Margart Pfeifer","Leslie","1/9/1984","11:01:46 AM","33.57","80","7/2/2016","Q3","H2","2016","7","July","Jul","2","Saturday","Sat","1.07","97260","29%","347-08-6993","239-461-4501","New Port Richey","Pasco","New Port Richey","FL","34652","South","dwpfeifer","ojFX}$~e!Ck"
"602214","Mr.","William","Z","Lilly","M","william.lilly@rediffmail.com","Emmett Lilly","Rocio Lilly","Peterson","10/1/1961","11:08:41 PM","55.86","66","2/17/1983","Q1","H1","1983","2","February","Feb","17","Thursday","Thu","34.47","189915","13%","611-87-7751","303-728-4467","Montrose","Montrose","Montrose","CO","81403","West","wzlilly","T~-sdTYTCqy5"
"984036","Ms.","Marcella","N","Arruda","F","marcella.arruda@earthlink.net","Justin Arruda","Florence Arruda","Govea","4/9/1975","12:50:01 AM","42.33","55","4/5/1999","Q2","H1","1999","4","April","Apr","5","Monday","Mon","18.33","155772","7%","456-99-5952","219-794-7463","Hamilton","Steuben","Hamilton","IN","46742","Midwest","mnarruda","X%DhVUlU"
"977288","Mr.","Tyler","Y","Falgoust","M","tyler.falgoust@gmail.com","Erick Falgoust","Georgianne Falgoust","Westcott","9/22/1982","12:19:33 PM","34.87","54","5/19/2005","Q2","H1","2005","5","May","May","19","Thursday","Thu","12.2","92477","3%","400-73-3635","303-816-4621","Aurora","Arapahoe","Aurora","CO","80015","West","tyfalgoust","EQy/X@g%&"
"224830","Ms.","Magdalen","E","Middlebrooks","F","magdalen.middlebrooks@earthlink.net","Gavin Middlebrooks","Karine Middlebrooks","Cavanaugh","7/4/1963","03:00:54 PM","54.1","47","6/23/1989","Q2","H1","1989","6","June","Jun","23","Friday","Fri","28.12","154554","19%","039-74-8260","218-413-0493","Argyle","Marshall","Argyle","MN","56713","Midwest","memiddlebrooks","8]{Ixc1M3#Asa*"
"269130","Ms.","Rashida","N","Kinnard","F","rashida.kinnard@apple.com","Cordell Kinnard","Noriko Kinnard","Baptiste","10/23/1960","10:52:01 PM","56.8","57","8/18/2006","Q3","H2","2006","8","August","Aug","18","Friday","Fri","10.95","175663","27%","381-37-2245","202-850-0748","Washington","District of Columbia","Washington","DC","20440","South","rnkinnard","vw}?frnWs4GV6"
"528582","Mr.","Franklin","U","Box","M","franklin.box@aol.com","Roman Box","Marquetta Box","Duhon","10/3/1973","06:42:23 PM","43.85","73","12/17/2000","Q4","H2","2000","12","December","Dec","17","Sunday","Sun","16.62","185988","21%","188-86-7306","229-691-6011","Lithonia","DeKalb","Lithonia","GA","30038","South","fubox","I%/.R7oQHV"
"188540","Mr.","Agustin","G","Keyser","M","agustin.keyser@sbcglobal.net","Prince Keyser","Lindsy Keyser","Luck","3/18/1980","09:20:52 PM","37.39","60","6/15/2004","Q2","H1","2004","6","June","Jun","15","Tuesday","Tue","13.13","103910","7%","047-15-4931","405-385-1220","Idabel","McCurtain","Idabel","OK","74745","South","agkeyser","G7*I*o~#kx"
"727058","Mr.","Aubrey","W","Bowie","M","aubrey.bowie@comcast.net","Chester Bowie","Alana Bowie","Irvine","8/24/1963","09:46:16 AM","53.96","76","4/7/2002","Q2","H1","2002","4","April","Apr","7","Sunday","Sun","15.32","173451","23%","076-02-7113","270-926-8988","Union","Boone","Union","KY","41091","South","awbowie","u95/FAiAY"
"734044","Drs.","Coreen","J","Vassallo","F","coreen.vassallo@charter.net","Augustus Vassallo","Minh Vassallo","Waggoner","5/17/1969","02:43:30 PM","48.23","58","11/4/1999","Q4","H2","1999","11","November","Nov","4","Thursday","Thu","17.74","100353","2%","511-33-3504","303-735-9591","Joes","Yuma","Joes","CO","80822","West","cjvassallo","M8J#&A885Q?"
"338798","Mrs.","Jodi","N","Conley","F","jodi.conley@charter.net","Quinton Conley","Tesha Conley","Westerfield","10/30/1967","01:51:16 AM","49.78","49","5/12/1990","Q2","H1","1990","5","May","May","12","Saturday","Sat","27.23","40009","1%","084-02-6421","209-426-9876","Glendale","Los Angeles","Glendale","CA","91210","West","jnconley","o#:PXL_+NA]P#.<"
"243894","Ms.","Mabel","Z","Graff","F","mabel.graff@gmail.com","Royal Graff","Echo Graff","Husted","1/13/1958","09:56:40 AM","59.58","40","10/7/1991","Q4","H2","1991","10","October","Oct","7","Monday","Mon","25.82","189324","28%","014-94-0767","225-696-2519","Houma","Terrebonne","Houma","LA","70361","South","mzgraff","THCV8clyG19"
"839028","Ms.","Elise","R","Driver","F","elise.driver@bellsouth.net","Roberto Driver","Collene Driver","Gilley","12/29/1970","12:40:17 AM","46.61","49","9/25/1996","Q3","H2","1996","9","September","Sep","25","Wednesday","Wed","20.85","95891","23%","611-87-4323","216-338-6721","Clifton","Greene","Clifton","OH","45316","Midwest","erdriver","2rHP6HCL"
"261326","Ms.","Lise","Z","Lomeli","F","lise.lomeli@bp.com","Lee Lomeli","Particia Lomeli","Greiner","11/16/1966","02:14:48 AM","50.73","50","8/30/2003","Q3","H2","2003","8","August","Aug","30","Saturday","Sat","13.92","194942","26%","568-99-9825","203-919-8214","East Granby","Hartford","East Granby","CT","6026","Northeast","lzlomeli","MK{~rl@]o0Q6B?"
"829664","Mr.","Kenneth","E","Simpson","M","kenneth.simpson@bp.com","Kris Simpson","Danelle Simpson","Malcolm","5/16/1986","12:08:06 AM","31.22","82","11/20/2012","Q4","H2","2012","11","November","Nov","20","Tuesday","Tue","4.69","78131","13%","166-86-6898","212-566-4414","Syracuse","Onondaga","Syracuse","NY","13218","Northeast","kesimpson","IE^46G^5>X"
"118954","Mr.","Tom","P","Sachs","M","tom.sachs@gmail.com","Porfirio Sachs","Livia Sachs","Purvis","11/25/1988","09:54:27 AM","28.69","55","5/8/2011","Q2","H1","2011","5","May","May","8","Sunday","Sun","6.23","77537","3%","239-99-3513","219-992-1343","Morris","Ripley","Morris","IN","47033","Midwest","tpsachs","fNoVh.3${el|"
"547024","Ms.","Faye","D","Malley","F","faye.malley@aol.com","Brain Malley","Collene Malley","Skidmore","7/25/1991","06:32:05 AM","26.03","47","10/6/2015","Q4","H2","2015","10","October","Oct","6","Tuesday","Tue","1.81","168594","21%","286-15-5237","385-673-4190","West Jordan","Salt Lake","West Jordan","UT","84088","West","fdmalley","aNJ;koDmqH"
"673310","Mr.","Joesph","O","Fowlkes","M","joesph.fowlkes@gmail.com","Neal Fowlkes","Kerry Fowlkes","Gough","11/3/1965","09:29:37 PM","51.77","84","6/6/2006","Q2","H1","2006","6","June","Jun","6","Tuesday","Tue","11.15","197361","3%","412-99-2527","229-353-4201","Marietta","Cobb","Marietta","GA","30060","South","jofowlkes","n%O$FfT+b$<AG"
"463828","Ms.","Verda","O","Hennessey","F","verda.hennessey@yahoo.com","Denver Hennessey","Loree Hennessey","Shade","3/16/1961","11:56:29 AM","56.41","52","10/1/1989","Q4","H2","1989","10","October","Oct","1","Sunday","Sun","27.84","47495","28%","648-58-3727","206-401-8442","Seattle","King","Seattle","WA","98117","West","vohennessey","r^+qN~4oBnP"
