"Emp ID","Name Prefix","First Name","Middle Initial","Last Name","Gender","E Mail","Father's Name","Mother's Name","Mother's Maiden Name","Date of Birth","Time of Birth","Age in Yrs.","Weight in Kgs.","Date of Joining","Quarter of Joining","Half of Joining","Year of Joining","Month of Joining","Month Name of Joining","Short Month","Day of Joining","DOW of Joining","Short DOW","Age in Company (Years)","Salary","Last % Hike","SSN","Phone No.","Place Name","County","City","State","Zip","Region","User Name","Password"
"901707","Mrs.","Kerri","C","Baber","F","kerri.baber@hotmail.com","Tim Baber","Belle Baber","Spiller","10/1/1979","02:18:37 AM","37.85","55","10/16/2014","Q4","H2","2014","10","October","Oct","16","Thursday","Thu","2.78","163726","4%","359-08-8530","208-410-8111","Council","Adams","Council","ID","83612","West","kcbaber","8yk<>O#!j;g"
"804787","Mr.","Kirk","M","Mingo","M","kirk.mingo@yahoo.com","Harvey Mingo","Leeanna Mingo","Gore","7/15/1994","11:17:44 PM","23.05","55","8/31/2016","Q3","H2","2016","8","August","Aug","31","Wednesday","Wed","0.91","113106","2%","290-15-6899","217-347-3408","Herod","Pope","Herod","IL","62947","Midwest","kmmingo","vw6TGVf>x6K%"
"282559","Hon.","Kristopher","B","Huynh","M","kristopher.huynh@walmart.com","Jamar Huynh","Madalene Huynh","Remillard","5/18/1989","05:43:03 PM","28.21","72","4/22/2017","Q2","H1","2017","4","April","Apr","22","Saturday","Sat","0.27","68627","3%","621-85-8469","216-926-3725","Farmdale","Trumbull","Farmdale","OH","44417","Midwest","kbhuynh","hECkW{{>4w3ZB"
"232653","Ms.","Ines","J","Ragland","F","ines.ragland@walmart.com","Casey Ragland","Dagny Ragland","Lindell","7/27/1965","09:03:05 AM","52.04","53","1/16/1990","Q1","H1","1990","1","January","Jan","16","Tuesday","Tue","27.55","61079","0%","001-11-3780","423-490-4595","Dandridge","Jefferson","Dandridge","TN","37725","South","ijragland","7dcY:cPuoJOn"
"204371","Mr.","Clifford","Z","Remington","M","clifford.remington@gmail.com","Ross Remington","Yoko Remington","Brownfield","10/8/1992","11:55:44 PM","24.82","54","7/7/2017","Q3","H2","2017","7","July","Jul","7","Friday","Fri","0.06","109797","9%","312-35-1526","215-985-6954","Curllsville","Clarion","Curllsville","PA","16221","Northeast","czremington","QN!!ap&qap"
"181463","Hon.","Emil","O","Banda","M","emil.banda@gmail.com","Claude Banda","Euna Banda","Spikes","8/9/1983","03:58:05 PM","33.99","54","10/26/2004","Q4","H2","2004","10","October","Oct","26","Tuesday","Tue","12.76","136133","6%","677-22-6058","209-266-1967","Los Alamitos","Orange","Los Alamitos","CA","90720","West","eobanda","1^nO5Hu%"
"468983","Ms.","Lean","Z","Bayer","F","lean.bayer@yahoo.co.uk","Merle Bayer","Delphine Bayer","Threatt","7/6/1977","10:26:15 AM","40.09","45","7/7/2012","Q3","H2","2012","7","July","Jul","7","Saturday","Sat","5.06","100640","10%","235-57-6959","236-833-1828","Richmond","Henrico","Richmond","VA","23230","South","lzbayer","UfQSyJ>48{eNe<g"
"503785","Ms.","Kasha","W","Rossman","F","kasha.rossman@rediffmail.com","Emmanuel Rossman","Rosana Rossman","Audet","7/18/1979","04:28:48 AM","38.05","56","1/15/2005","Q1","H1","2005","1","January","Jan","15","Saturday","Sat","12.54","134512","20%","414-99-4437","270-335-7808","Milburn","Carlisle","Milburn","KY","42070","South","kwrossman","KUlP5KJg"
"836865","Ms.","Hillary","S","Gower","F","hillary.gower@gmail.com","Lyndon Gower","Cornelia Gower","Remington","3/6/1971","03:43:57 AM","46.43","56","8/9/2001","Q3","H2","2001","8","August","Aug","9","Thursday","Thu","15.98","114710","28%","699-16-3820","210-553-7239","Port Arthur","Jefferson","Port Arthur","TX","77643","South","hsgower","Vd+b8wILt2#N"
"450715","Drs.","Millie","O","Woodyard","F","millie.woodyard@gmail.com","Waldo Woodyard","Alethea Woodyard","Springs","9/7/1968","05:56:18 AM","48.92","59","2/6/2006","Q1","H1","2006","2","February","Feb","6","Monday","Mon","11.48","82801","14%","509-33-3301","212-303-3581","New York City","New York","New York City","NY","10177","Northeast","mowoodyard","yuPM5m.!"
"377569","Drs.","Marietta","R","Armistead","F","marietta.armistead@exxonmobil.com","Vito Armistead","Rowena Armistead","Moe","6/2/1969","01:26:18 AM","48.19","60","2/8/2012","Q1","H1","2012","2","February","Feb","8","Wednesday","Wed","5.47","53424","17%","102-02-2068","217-929-5750","Glen Ellyn","DuPage","Glen Ellyn","IL","60138","Midwest","mrarmistead","94N>%Xx^"
"838465","Ms.","Jama","T","Pinson","F","jama.pinson@aol.com","Dean Pinson","Gretta Pinson","Manis","4/12/1969","03:01:11 AM","48.33","51","6/28/2004","Q2","H1","2004","6","June","Jun","28","Monday","Mon","13.09","147040","20%","150-23-4422","209-357-3056","Visalia","Tulare","Visalia","CA","93292","West","jtpinson","d^bp*2E?E."
"904985","Mr.","Tyron","O","Alderman","M","tyron.alderman@rediffmail.com","Bertram Alderman","Leon Alderman","Alley","2/7/1980","07:24:50 PM","37.5","54","9/4/2016","Q3","H2","2016","9","September","Sep","4","Sunday","Sun","0.9","115273","21%","076-02-0393","480-753-3879","Safford","Graham","Safford","AZ","85546","West","toalderman","kWvb~$afi"
"381885","Ms.","Candi","R","Allard","F","candi.allard@yahoo.com","Weldon Allard","Tana Allard","Willis","12/3/1965","11:46:13 AM","51.68","43","7/21/1988","Q3","H2","1988","7","July","Jul","21","Thursday","Thu","29.04","123996","25%","267-99-3250","206-998-7533","Longview","Cowlitz","Longview","WA","98632","West","crallard","tlKe259:S"
"706165","Mrs.","Kelsi","F","Abrego","F","kelsi.abrego@comcast.net","Grady Abrego","Kristeen Abrego","Holloman","2/11/1985","11:00:17 PM","32.48","58","1/26/2013","Q1","H1","2013","1","January","Jan","26","Saturday","Sat","4.5","162689","29%","485-41-0030","236-931-8173","Ashburn","Ashburn","Ashburn","VA","22011","South","kfabrego","h{F+hvDd+RPq"
"623167","Mr.","Omar","D","Michaelson","M","omar.michaelson@shell.com","Benedict Michaelson","Tambra Michaelson","Cahill","2/29/1984","04:40:21 AM","33.43","76","11/9/2014","Q4","H2","2014","11","November","Nov","9","Sunday","Sun","2.72","183980","10%","298-15-1177","262-677-6256","Pell Lake","Walworth","Pell Lake","WI","53157","Midwest","odmichaelson","y<4YGH46gY"
"664265","Mr.","Kennith","P","Orcutt","M","kennith.orcutt@gmail.com","Josiah Orcutt","Shayna Orcutt","Osullivan","4/11/1978","02:15:44 PM","39.32","51","7/17/2012","Q3","H2","2012","7","July","Jul","17","Tuesday","Tue","5.03","78222","25%","651-62-4773","212-837-8184","Jamaica","Jamaica","Jamaica","NY","11450","Northeast","kporcutt","afDfP^G!OwNj2"
"724489","Mr.","Malik","A","Vansickle","M","malik.vansickle@hotmail.com","Bart Vansickle","Eveline Vansickle","Letourneau","3/15/1980","10:24:23 PM","37.39","60","10/20/2014","Q4","H2","2014","10","October","Oct","20","Monday","Mon","2.77","94229","19%","622-85-7865","209-952-5918","Nelson","Butte","Nelson","CA","95958","West","mavansickle","8]5j*F9X"
"207343","Hon.","Raymundo","Q","Dunton","M","raymundo.dunton@ibm.com","Gale Dunton","Briana Dunton","Waterman","1/25/1993","11:56:51 AM","24.52","82","9/21/2014","Q3","H2","2014","9","September","Sep","21","Sunday","Sun","2.85","156709","14%","411-99-3256","304-317-1266","Bancroft","Putnam","Bancroft","WV","25011","South","rqdunton","H.3hUVB?JiLK"
"637973","Ms.","Jenny","B","Sweatt","F","jenny.sweatt@hotmail.com","Drew Sweatt","Marshall Sweatt","Mcfarlane","12/2/1991","10:57:43 AM","25.67","46","12/6/2012","Q4","H2","2012","12","December","Dec","6","Thursday","Thu","4.64","115199","23%","019-94-6542","216-568-8071","Hooven","Hamilton","Hooven","OH","45033","Midwest","jbsweatt","PL^MMjd8"
"954827","Mrs.","Missy","R","Potts","F","missy.potts@gmail.com","Refugio Potts","Glendora Potts","Ranson","2/13/1996","03:49:17 PM","21.47","48","4/21/2017","Q2","H1","2017","4","April","Apr","21","Friday","Fri","0.27","179548","28%","014-94-2569","229-957-5494","Hahira","Lowndes","Hahira","GA","31632","South","mrpotts","s5LI>eURX{Wz~m"
"685091","Mr.","Augustus","W","Nolin","M","augustus.nolin@bp.com","Sol Nolin","Soraya Nolin","Roemer","6/13/1975","01:49:39 PM","42.15","89","4/4/2004","Q2","H1","2004","4","April","Apr","4","Sunday","Sun","13.32","83504","14%","058-02-8659","216-492-8162","Shadyside","Belmont","Shadyside","OH","43947","Midwest","awnolin","B|{e!Yhrp#x\myV"
"242949","Hon.","Eula","S","Batts","F","eula.batts@aol.com","Roberto Batts","Shaun Batts","Peake","7/12/1969","03:42:49 PM","48.08","46","9/3/1991","Q3","H2","1991","9","September","Sep","3","Tuesday","Tue","25.92","50422","30%","194-86-0387","303-403-8607","Denver","Adams","Denver","CO","80221","West","esbatts","Ze[Pu{>TK6B25"
"764353","Mrs.","Anglea","E","Whittemore","F","anglea.whittemore@yahoo.com","Brendon Whittemore","Josefa Whittemore","Edmond","5/24/1979","10:03:19 AM","38.21","59","4/5/2009","Q2","H1","2009","4","April","Apr","5","Sunday","Sun","8.32","50008","11%","489-29-2587","201-408-5549","Paterson","Passaic","Paterson","NJ","7533","Northeast","aewhittemore","fA|.A:bilYD&"
"898437","Mr.","Dan","G","Beall","M","dan.beall@charter.net","Guy Beall","Shawn Beall","Nystrom","1/30/1960","12:05:14 PM","57.53","58","11/8/1993","Q4","H2","1993","11","November","Nov","8","Monday","Mon","23.73","146946","13%","005-13-0424","314-844-8564","New Haven","Franklin","New Haven","MO","63068","Midwest","dgbeall","A@4I0xJ*71@W"
"234629","Drs.","Gertrud","C","Throckmorton","F","gertrud.throckmorton@aol.com","Stewart Throckmorton","Laureen Throckmorton","Glasgow","4/11/1963","07:16:46 AM","54.33","43","4/4/2000","Q2","H1","2000","4","April","Apr","4","Tuesday","Tue","17.33","119052","3%","220-89-8313","210-406-7364","Midland","Midland","Midland","TX","79711","South","gcthrockmorton","3\vG*tfMx:uo6r"
"619751","Mrs.","Taneka","A","Wertz","F","taneka.wertz@yahoo.com","Evan Wertz","Eleanore Wertz","Lance","8/19/1963","08:29:50 AM","53.98","47","2/28/1994","Q1","H1","1994","2","February","Feb","28","Monday","Mon","23.43","60014","4%","632-31-5806","225-747-4365","New Orleans","Orleans","New Orleans","LA","70170","South","tawertz","j3?pJ]QA@$f"
"840551","Prof.","Al","F","Pettiford","M","al.pettiford@hotmail.com","Dane Pettiford","Krishna Pettiford","Sweeney","5/6/1974","07:32:26 PM","43.26","67","12/21/2016","Q4","H2","2016","12","December","Dec","21","Wednesday","Wed","0.6","112434","18%","300-15-2304","218-989-5293","Bagley","Clearwater","Bagley","MN","56621","Midwest","afpettiford","zH_oF2rT_zJRDsG"
"220841","Hon.","Prince","G","Colman","M","prince.colman@gmail.com","Lacy Colman","Shona Colman","Cobbs","3/21/1996","05:56:16 PM","21.37","62","4/9/2017","Q2","H1","2017","4","April","Apr","9","Sunday","Sun","0.3","158846","24%","176-86-5716","319-794-5533","Lone Tree","Johnson","Lone Tree","IA","52755","Midwest","pgcolman","Gr_?ZWSxX7tiO"
"673127","Dr.","Kareem","J","Puente","M","kareem.puente@outlook.com","Humberto Puente","Kary Puente","Rick","7/19/1970","02:39:27 AM","47.06","75","2/22/2015","Q1","H1","2015","2","February","Feb","22","Sunday","Sun","2.43","143763","24%","046-15-3056","228-245-6806","Braxton","Simpson","Braxton","MS","39044","South","kjpuente","UYSFhTf@@#"
"397483","Ms.","Mitzi","M","Bundy","F","mitzi.bundy@gmail.com","Daron Bundy","Kaitlyn Bundy","Savino","3/18/1958","05:34:48 PM","59.4","50","9/4/1993","Q3","H2","1993","9","September","Sep","4","Saturday","Sat","23.91","66246","12%","037-74-8247","203-823-2987","Plainville","Hartford","Plainville","CT","6062","Northeast","mmbundy","YCXnK@2_VJ{LOM"
"212905","Mr.","Augustine","U","Lock","M","augustine.lock@aol.com","Wilfredo Lock","Betty Lock","Greenleaf","8/1/1986","12:22:59 AM","31.01","67","1/9/2013","Q1","H1","2013","1","January","Jan","9","Wednesday","Wed","4.55","179000","10%","212-91-9044","209-784-8280","San Diego","San Diego","San Diego","CA","92108","West","aulock","4&6$0Ry3."
"610993","Prof.","Zane","C","Roseboro","M","zane.roseboro@gmail.com","Antony Roseboro","Era Roseboro","Cabe","3/4/1981","10:09:52 PM","36.42","50","3/27/2013","Q1","H1","2013","3","March","Mar","27","Wednesday","Wed","4.34","180450","21%","194-86-8535","209-840-5447","Wilmington","Los Angeles","Wilmington","CA","90748","West","zcroseboro","x6pl>ubzYU2s?"
"755651","Hon.","Magaret","J","Boatwright","F","magaret.boatwright@bp.com","Erwin Boatwright","Taina Boatwright","Kirsch","10/17/1974","08:41:06 PM","42.81","59","8/11/2001","Q3","H2","2001","8","August","Aug","11","Saturday","Sat","15.97","47103","30%","056-02-6206","210-325-2673","Cotulla","La Salle","Cotulla","TX","78014","South","mjboatwright","4%rkbe#Ti"
"249357","Ms.","Helena","N","Batchelor","F","helena.batchelor@gmail.com","Trevor Batchelor","Brandy Batchelor","Maness","2/14/1967","06:20:25 AM","50.48","52","9/27/2006","Q3","H2","2006","9","September","Sep","27","Wednesday","Wed","10.84","104125","9%","651-62-0570","339-750-2928","Boston","Suffolk","Boston","MA","2117","Northeast","hnbatchelor","ByEm6RvfG"
"818533","Ms.","Nga","W","Dolan","F","nga.dolan@gmail.com","Tobias Dolan","Isis Dolan","Voss","4/8/1975","05:05:20 AM","42.33","60","12/24/2000","Q4","H2","2000","12","December","Dec","24","Sunday","Sun","16.6","112114","17%","635-31-2766","209-354-9430","Fresno","Fresno","Fresno","CA","93725","West","nwdolan","f0?n#%F837"
"126793","Mr.","Boyce","I","Hargett","M","boyce.hargett@gmail.com","Ted Hargett","Teisha Hargett","Player","5/2/1983","01:46:33 AM","34.26","74","11/28/2014","Q4","H2","2014","11","November","Nov","28","Friday","Fri","2.67","180990","4%","668-48-3832","209-613-5170","Irvine","Irvine","Irvine","CA","92718","West","bihargett","Xlc1q~yWS#U6#3"
"210205","Mrs.","Jaunita","N","Tweedy","F","jaunita.tweedy@yahoo.ca","Russell Tweedy","Katy Tweedy","Fryer","1/16/1995","11:31:49 PM","22.55","52","6/18/2017","Q2","H1","2017","6","June","Jun","18","Sunday","Sun","0.11","45837","15%","313-35-0139","228-863-4946","Blue Springs","Union","Blue Springs","MS","38828","South","jntweedy","y2aD-!o>?vn"
"661859","Mrs.","Annita","G","Vandyke","F","annita.vandyke@hotmail.com","Christian Vandyke","Demetrius Vandyke","Munford","10/26/1971","04:58:15 PM","45.79","48","3/24/1996","Q1","H1","1996","3","March","Mar","24","Sunday","Sun","21.36","137174","6%","443-27-1934","217-573-4618","Edgewood","Effingham","Edgewood","IL","62426","Midwest","agvandyke","YOcr#{+K60/.V"
"939153","Drs.","Ulrike","U","Timm","F","ulrike.timm@gmail.com","Sean Timm","Miyoko Timm","Haworth","3/5/1985","03:59:54 AM","32.42","40","5/10/2006","Q2","H1","2006","5","May","May","10","Wednesday","Wed","11.22","147429","27%","473-55-1356","479-996-0394","Clarkridge","Baxter","Clarkridge","AR","72623","South","uutimm","t{v2n\i{1uY]qkA"
"797631","Mr.","Dennis","V","Haywood","M","dennis.haywood@hotmail.com","Glenn Haywood","Camille Haywood","Collin","10/7/1978","01:36:51 AM","38.83","81","5/25/2015","Q2","H1","2015","5","May","May","25","Monday","Mon","2.18","54005","7%","499-29-4090","339-372-9735","Boston","Suffolk","Boston","MA","2217","Northeast","dvhaywood","uqx7IV$|$"
"748107","Mrs.","Noelia","T","Ozuna","F","noelia.ozuna@aol.com","Francisco Ozuna","Kelley Ozuna","Dickens","2/21/1959","05:33:15 PM","58.47","58","10/2/1985","Q4","H2","1985","10","October","Oct","2","Wednesday","Wed","31.84","113548","24%","581-99-7880","236-722-9467","Ringgold","Pittsylvania","Ringgold","VA","24586","South","ntozuna","msSsB2vK86"
"315991","Ms.","Ka","W","Matney","F","ka.matney@hotmail.com","Joseph Matney","Bettina Matney","Burkett","5/28/1984","01:53:53 PM","33.19","54","5/5/2013","Q2","H1","2013","5","May","May","5","Sunday","Sun","4.23","62711","3%","265-99-6872","225-910-9116","Metairie","Jefferson","Metairie","LA","70033","South","kwmatney","go\k6<v<s4YRuP"
"533069","Mrs.","Dell","Z","Donato","F","dell.donato@hotmail.com","Toby Donato","Siobhan Donato","Twigg","8/18/1964","09:34:57 PM","52.98","49","12/9/2010","Q4","H2","2010","12","December","Dec","9","Thursday","Thu","6.64","178387","1%","721-18-8470","236-959-0436","Copper Hill","Floyd","Copper Hill","VA","24079","South","dzdonato","jQ%f}f|?"
"570859","Ms.","Lovetta","W","Waldman","F","lovetta.waldman@yahoo.com","Neville Waldman","Neomi Waldman","Ta","8/8/1984","02:58:48 AM","32.99","51","3/16/2011","Q1","H1","2011","3","March","Mar","16","Wednesday","Wed","6.37","67952","8%","247-99-8019","907-761-7382","Talkeetna","Matanuska-Susitna","Talkeetna","AK","99676","West","lwwaldman","CcslFEC@6[8u\L"
"232329","Mr.","Alexis","Q","Dias","M","alexis.dias@yahoo.com","Teodoro Dias","Leota Dias","Swindle","7/8/1990","03:42:51 AM","27.07","89","6/11/2017","Q2","H1","2017","6","June","Jun","11","Sunday","Sun","0.13","193600","17%","389-33-3433","907-574-8958","Anchorage","Anchorage Municipality","Anchorage","AK","99510","West","aqdias","v;%{~i6NczN"
"404533","Mrs.","Renata","V","Simoneau","F","renata.simoneau@cox.net","Milan Simoneau","Tressa Simoneau","Hoag","6/5/1973","03:27:58 PM","44.18","41","3/16/2005","Q1","H1","2005","3","March","Mar","16","Wednesday","Wed","12.38","183834","24%","193-86-0681","304-238-2472","Strange Creek","Braxton","Strange Creek","WV","26639","South","rvsimoneau","jMRMPvaM"
"123993","Ms.","Kayleen","Z","Gossett","F","kayleen.gossett@yahoo.com","Wilburn Gossett","Simona Gossett","Smalley","5/18/1986","07:54:52 AM","31.22","51","5/9/2014","Q2","H1","2014","5","May","May","9","Friday","Fri","3.22","104782","22%","123-98-4255","236-810-9708","Glen Allen","Henrico","Glen Allen","VA","23058","South","kzgossett","D&GjD*@<9RF}"
"207939","Ms.","Melina","D","Tague","F","melina.tague@gmail.com","Logan Tague","Elsa Tague","Deacon","7/18/1975","03:11:35 AM","42.06","42","12/25/2010","Q4","H2","2010","12","December","Dec","25","Saturday","Sat","6.59","124600","17%","038-74-8214","252-945-5082","Moravian Falls","Wilkes","Moravian Falls","NC","28654","South","mdtague","O33Rsz~Dt"
"763749","Hon.","Julienne","X","Leclerc","F","julienne.leclerc@comcast.net","Britt Leclerc","Shellie Leclerc","Rincon","3/6/1984","08:21:47 PM","33.42","49","10/31/2015","Q4","H2","2015","10","October","Oct","31","Saturday","Sat","1.74","138464","21%","465-99-1167","236-971-3335","Roanoke","Roanoke (city)","Roanoke","VA","24042","South","jxleclerc","a>Qz]-NdbVW-nm_"
"606031","Drs.","Kallie","F","Vo","F","kallie.vo@sbcglobal.net","Bobby Vo","Wai Vo","Tolliver","5/10/1968","06:41:18 AM","49.25","54","10/6/2013","Q4","H2","2013","10","October","Oct","6","Sunday","Sun","3.81","118619","17%","468-57-5837","217-956-4793","Belleville","St. Clair","Belleville","IL","62226","Midwest","kfvo","8vsqiR@3J]j7"
"272275","Mr.","Francis","O","Mardis","M","francis.mardis@yahoo.com","Dominique Mardis","Ricarda Mardis","Reyes","12/2/1977","11:50:15 AM","39.68","78","8/26/2007","Q3","H2","2007","8","August","Aug","26","Sunday","Sun","9.93","142909","13%","416-67-5751","229-836-8518","Shiloh","Harris","Shiloh","GA","31826","South","fomardis","dB-TwsakeCL$"
"527611","Mr.","Rickie","H","Sandusky","M","rickie.sandusky@exxonmobil.com","Mathew Sandusky","Kazuko Sandusky","Hoopes","12/25/1969","10:04:11 PM","47.62","57","3/15/2001","Q1","H1","2001","3","March","Mar","15","Thursday","Thu","16.38","85773","24%","175-86-0924","215-793-0318","Excelsior","Northumberland","Excelsior","PA","17825","Northeast","rhsandusky","vsoD#bro1N?_{"
"832729","Mrs.","Charlene","Q","Benham","F","charlene.benham@aol.com","Alfonzo Benham","Silvana Benham","Brady","6/6/1968","12:27:08 AM","49.18","56","7/19/2003","Q3","H2","2003","7","July","Jul","19","Saturday","Sat","14.04","159982","20%","148-23-6032","304-852-3198","Colcord","Raleigh","Colcord","WV","25048","South","cqbenham","oB}C4N6C;S&Qy"
"203997","Mrs.","Coletta","W","Kirkpatrick","F","coletta.kirkpatrick@gmail.com","Damon Kirkpatrick","Pura Kirkpatrick","Riggins","5/17/1979","11:08:15 PM","38.22","49","8/29/2015","Q3","H2","2015","8","August","Aug","29","Saturday","Sat","1.92","58948","1%","701-18-3928","216-295-3143","Amesville","Athens","Amesville","OH","45711","Midwest","cwkirkpatrick","4\zUci9m.PSiv"
"872809","Mr.","Dewayne","O","Thacker","M","dewayne.thacker@gmail.com","Fabian Thacker","Delsie Thacker","Stockdale","2/29/1980","02:15:39 PM","37.44","52","9/16/2005","Q3","H2","2005","9","September","Sep","16","Friday","Fri","11.87","87655","29%","090-02-3435","423-428-1265","Brentwood","Williamson","Brentwood","TN","37024","South","dothacker","Q4pg_/4;xtge"
"798763","Hon.","Rocky","N","Murphey","M","rocky.murphey@yahoo.co.uk","Jessie Murphey","Erlene Murphey","Goodrich","1/16/1970","08:14:25 PM","47.56","75","9/5/2016","Q3","H2","2016","9","September","Sep","5","Monday","Mon","0.89","74629","7%","537-71-5719","207-745-0239","North Berwick","York","North Berwick","ME","3906","Northeast","rnmurphey","ANsBh}zspXu"
"293943","Prof.","Sid","P","Fasano","M","sid.fasano@ibm.com","Hyman Fasano","Bobette Fasano","Kass","8/11/1968","08:43:22 PM","48.99","88","1/11/2009","Q1","H1","2009","1","January","Jan","11","Sunday","Sun","8.55","77404","10%","690-22-0673","405-596-6852","Oklahoma City","Oklahoma","Oklahoma City","OK","73135","South","spfasano","q8.D&@ubtmpDb$!"
"155369","Mrs.","Vallie","J","Wolf","F","vallie.wolf@gmail.com","Patricia Wolf","Jacqulyn Wolf","France","1/1/1996","12:07:44 AM","21.59","51","5/29/2017","Q2","H1","2017","5","May","May","29","Monday","Mon","0.16","196983","30%","378-37-7736","319-793-0360","Galt","Wright","Galt","IA","50101","Midwest","vjwolf","nIn&x_+9"
"260057","Mr.","Emil","P","Pimentel","M","emil.pimentel@gmail.com","Denver Pimentel","Molly Pimentel","Haworth","1/24/1963","04:20:58 PM","54.55","55","5/21/2007","Q2","H1","2007","5","May","May","21","Monday","Mon","10.19","92262","15%","405-73-4996","503-284-3971","Lorane","Lane","Lorane","OR","97451","West","eppimentel","v54-4EgDK|6Gdp"
"601319","Mr.","Emory","C","Matson","M","emory.matson@btinternet.com","Clement Matson","Kanisha Matson","Wagner","5/18/1977","06:21:52 AM","40.22","87","3/1/2014","Q1","H1","2014","3","March","Mar","1","Saturday","Sat","3.41","74382","8%","589-99-8491","210-255-2997","Mont Belvieu","Chambers","Mont Belvieu","TX","77580","South","ecmatson","GbC5$P@}"
"222663","Hon.","Nicolasa","B","Guillermo","F","nicolasa.guillermo@rediffmail.com","Brendon Guillermo","Cheryl Guillermo","Custer","4/9/1960","05:07:35 PM","57.34","56","4/30/1997","Q2","H1","1997","4","April","Apr","30","Wednesday","Wed","20.26","154145","28%","584-99-8358","304-766-0101","Justice","Mingo","Justice","WV","24851","South","nbguillermo","fJfkgziqY;Qsu{"
"818207","Mr.","Ruben","A","Doherty","M","ruben.doherty@gmail.com","Scot Doherty","Melina Doherty","Fawcett","2/21/1978","06:40:11 PM","39.46","55","3/31/1999","Q1","H1","1999","3","March","Mar","31","Wednesday","Wed","18.34","55023","21%","188-86-2014","262-860-8234","Spring Valley","Pierce","Spring Valley","WI","54767","Midwest","radoherty","4-1j6ep9zt"
"545767","Mrs.","Jeannine","W","Mcmaster","F","jeannine.mcmaster@btinternet.com","Silas Mcmaster","Gayle Mcmaster","Schall","9/26/1970","07:41:33 AM","46.87","46","3/15/2007","Q1","H1","2007","3","March","Mar","15","Thursday","Thu","10.38","166581","12%","228-99-8012","314-813-9982","Kansas City","Jackson","Kansas City","MO","64129","Midwest","jwmcmaster","DUfvXIwUB"
"623097","Mr.","Chet","P","Bent","M","chet.bent@gmail.com","Elliot Bent","Kam Bent","Meredith","1/23/1970","03:11:12 AM","47.54","83","11/26/2012","Q4","H2","2012","11","November","Nov","26","Monday","Mon","4.67","89630","19%","074-02-8153","218-920-4990","Wirt","Itasca","Wirt","MN","56688","Midwest","cpbent","Ka>1rP5TFUqk"
"631721","Dr.","Graig","E","Dowd","M","graig.dowd@shell.com","Leonard Dowd","Deb Dowd","Langevin","10/16/1986","05:48:07 PM","30.8","74","3/7/2011","Q1","H1","2011","3","March","Mar","7","Monday","Mon","6.4","113790","27%","085-02-7989","304-700-2866","Lost City","Hardy","Lost City","WV","26810","South","gedowd","Mje6NDMZ7b"
"236747","Prof.","Mervin","R","Sevier","M","mervin.sevier@gmail.com","Wes Sevier","Mallory Sevier","Moynihan","1/27/1991","11:24:42 PM","26.52","84","10/11/2016","Q4","H2","2016","10","October","Oct","11","Tuesday","Tue","0.79","67939","1%","556-99-4901","209-595-5336","Stewarts Point","Sonoma","Stewarts Point","CA","95480","West","mrsevier","4E[z#kcUcL?M_uA"
"852377","Prof.","Lenard","I","Million","M","lenard.million@gmail.com","Maurice Million","Luvenia Million","Medeiros","5/21/1981","05:44:09 PM","36.21","57","4/5/2011","Q2","H1","2011","4","April","Apr","5","Tuesday","Tue","6.32","167161","21%","325-11-2288","215-521-4844","Collegeville","Montgomery","Collegeville","PA","19426","Northeast","limillion","Z6H/:O~i#+tk"
"710991","Hon.","Alma","D","Calderon","F","alma.calderon@gmail.com","Alec Calderon","Lorri Calderon","Higdon","5/1/1994","11:49:12 PM","23.26","40","10/10/2016","Q4","H2","2016","10","October","Oct","10","Monday","Mon","0.8","124690","7%","526-99-6945","319-802-1391","Menlo","Guthrie","Menlo","IA","50164","Midwest","adcalderon","uZc*AY4M.a5*gFI"
"940273","Ms.","Lynda","O","Herod","F","lynda.herod@hotmail.com","Doyle Herod","Patricia Herod","Oquinn","4/7/1993","07:24:30 AM","24.32","45","4/5/2016","Q2","H1","2016","4","April","Apr","5","Tuesday","Tue","1.31","95541","25%","271-17-7159","217-399-3109","Chicago","Cook","Chicago","IL","60602","Midwest","loherod","B-pyDS1H||J*"
"828793","Ms.","Gilberte","O","Vasques","F","gilberte.vasques@gmail.com","Stephan Vasques","Carly Vasques","Silverman","1/13/1990","02:12:07 PM","27.56","44","12/12/2013","Q4","H2","2013","12","December","Dec","12","Thursday","Thu","3.63","52808","3%","120-98-2736","219-534-4923","Bargersville","Johnson","Bargersville","IN","46106","Midwest","govasques","Kp>>QjDW5;#+o7"
"796685","Mr.","Cory","Z","Brodsky","M","cory.brodsky@hotmail.com","Lyman Brodsky","Celeste Brodsky","Patel","10/9/1961","06:14:50 AM","55.84","79","10/18/2009","Q4","H2","2009","10","October","Oct","18","Sunday","Sun","7.78","121033","25%","678-22-6077","219-683-6112","Plymouth","Marshall","Plymouth","IN","46563","Midwest","czbrodsky","u_</aYd@lR8]}"
"656963","Drs.","Annetta","A","Leggett","F","annetta.leggett@gmail.com","Dominick Leggett","Michaele Leggett","Florence","7/14/1994","08:08:18 AM","23.05","59","9/17/2016","Q3","H2","2016","9","September","Sep","17","Saturday","Sat","0.86","117865","0%","334-11-3406","209-865-6430","Pacoima","Los Angeles","Pacoima","CA","91334","West","aaleggett","c/09Ykb|VscB7U"
